Address,Distance to Nearest Park,Nearest Park,Park Quality,Beds,Baths,Parking,Type,Weekly Price,Latitude,Longitude
"378 Manningham Road, Doncaster VIC 3108",2.588575703,Bimbadeen Park,Poor Park,5,3,2,House,750,-37.7785731,145.1211812
"35A Liston St, Glen Iris VIC 3146",2.707738025,Wattle Park,Poor Park,3,2,1,House,850,-37.8589284,145.089105
"12 MacFie Avenue, Epping VIC 3076",13.62489953,Hayes Park,Poor Park,4,2,2,House,750,-37.6346986,145.0091823
"372 Charlemont Road, Armstrong Creek VIC 3217",9.737928287,Barwon Valley Park,Average Park,5,3,2,House,750,-38.2490595,144.3696926
"30 Clyde Street, Box Hill North VIC 3129",2.921942789,Minifie Park,Poor Park,4,2,2,House,730,-37.8094995,145.1287785
"58 Dalpura Circuit, Frankston VIC 3199",2.430836507,Bunarong Park,Poor Park,4,2,2,House,750,-38.1366424,145.1689053
"6 Cowrie Street, Glen Waverley VIC 3150",8.952173797,Wattle Park,Poor Park,5,2,2,House,875,-37.8881259,145.1858021
"83 Windsor Crescent, Mont Albert VIC 3127",1.596606278,Wattle Park,Poor Park,3,1,2,House,750,-37.824111,145.1077772
"29 Artesian Ave, Wantirna South VIC 3152",6.007416661,Kings Park,Poor Park,4,2,2,House,875,-37.8795352,145.2359248
"4 Baranbali Drive, Vermont South VIC 3133",6.127389991,Wattle Park,Poor Park,5,3,2,House,850,-37.8579602,145.1708577
"13 Carlyle Street, Maidstone VIC 3012",6.415291467,Altona Memorial Park,Poor Park,5,3,5,House,750,-37.7905711,144.8769684
"12 Curlewis Street, Mont Albert VIC 3127",1.443169058,Minifie Park,Poor Park,4,2,1,House,865,-37.8150896,145.1061948
"13 Munro Street, Macleod VIC 3085",3.10678082,Heide Park,Poor Park,3,2,2,House,720,-37.7295403,145.0745136
"16 Rivergum Place, Hillside VIC 3037",3.438156915,Organ Pipes National Park,Average Park,5,3,3,House,800,-37.6877011,144.7362533
"1/16 Eildon Road, St Kilda VIC 3182",1.087798751,St Kilda Botanical Gardens,Good Park,2,2,2,House,780,-37.8630704,144.9764574
"25 Harry Street, Doncaster East VIC 3109",6.071162592,Westerfolds Park,Good Park,3,2,2,House,735,-37.7960682,145.1643933
"29 Park Street, Northcote VIC 3070",1.596554293,Edinburgh Gardens,Poor Park,3,2,0,House,850,-37.7752466,144.9927349
"12 Damon Close, Narre Warren South VIC 3805",4.239479607,Wilson Botanic Park Berwick,Good Park,4,3,2,House,800,-38.0474725,145.2954816
"3 Benmar Place, Lyndhurst VIC 3975",8.852720515,Riverend Park PTY Ltd.,Poor Park,5,2,2,House,800,-38.0745161,145.2427582
"2C Cootamundra Avenue, Capel Sound VIC 3940",4.781620697,Peninsula Gardens Bushland Reserve.,Poor Park,4,2,2,House,750,-38.3676895,144.8758501
"19 Riceflower Court, Gisborne VIC 3437",12.59506975,Cameron Lodge Cottage and Gardens,Poor Park,5,2,2,House,740,-37.5086747,144.5964961
"13 Cord Close, Berwick VIC 3806",1.635129235,Wilson Botanic Park Berwick,Good Park,4,2,2,House,720,-38.0356276,145.3523302
"69 Emmaline Street, Northcote VIC 3070",2.216848429,McDonell Park,Poor Park,3,1,1,House,850,-37.7635923,144.991049
"67 Bundeera Road, Caulfield South VIC 3162",3.391449121,Central Park,Poor Park,3,2,2,House,850,-37.8954666,145.0352021
"24 Salamanca Drive, Clyde North VIC 3978",9.126712755,Wilson Botanic Park Berwick,Good Park,6,3,2,House,875,-38.1095199,145.3417046
"5 Stanley Street, West Footscray VIC 3012",6.16081208,Altona Memorial Park,Poor Park,3,2,2,House,800,-37.7912113,144.873775
"1 Stewart Street, Reservoir VIC 3073",3.37487483,Hayes Park,Poor Park,4,1,2,House,750,-37.7291728,145.0021591
"6 Kalimna Street, Essendon VIC 3040",5.1056839,Princes Park,Poor Park,3,2,2,House,720,-37.7503013,144.9233079
"22 Golding Court, Scoresby VIC 3179",5.66226967,Kings Park,Poor Park,4,2,3,House,790,-37.890888,145.2369869
"13 Beleura Avenue, Vermont VIC 3133",8.609665204,Wattle Park,Poor Park,3,2,2,House,720,-37.8435228,145.2034605
"168 Killara Road, Gruyere VIC 3770",10.73776433,Queens Park,Average Park,3,2,1,House,900,-37.7433418,145.4769469
"2 Meaden Street, Ashburton VIC 3147",2.351750559,Outer Circle Linear Park,Poor Park,4,1,2,House,800,-37.8680554,145.0792309
"27 Clematis Avenue, Altona North VIC 3025",2.778045587,Altona Memorial Park,Poor Park,4,3,1,House,900,-37.8269403,144.8542575
"34 Hawke Street, Parkdale VIC 3195",8.819364548,Riverend Park PTY Ltd.,Poor Park,3,1,2,House,735,-37.9845794,145.0806111
"56 Chapel Road, Moorabbin VIC 3189",6.19259258,Outer Circle Linear Park,Poor Park,4,1,2,House,720,-37.9407211,145.0482716
"3 Prince Street, Mornington VIC 3931",1.928012465,Mornington Botanical Rose Gardens,Poor Park,3,1,2,House,750,-38.24278,145.031509
"80 Mitchell Street, Northcote VIC 3070",1.028122655,McDonell Park,Poor Park,4,2,2,House,730,-37.772874,145.00439
"10 Blackforest Way, Clyde North VIC 3978",8.970339691,Wilson Botanic Park Berwick,Good Park,5,2,2,House,840,-38.1077412,145.3257521
"69 Haystack Drive, Truganina VIC 3029",9.322723875,Altona Memorial Park,Poor Park,5,2,2,House,800,-37.8196686,144.7173097
"19 Cunneen Crescent, Berwick VIC 3806",3.418526564,Wilson Botanic Park Berwick,Good Park,4,2,2,House,795,-38.0564418,145.3500316
"9 Cinnamon Drive, Lake Gardens VIC 3355",0.640756381,Ballarat Botanical Gardens,Good Park,4,2,2,House,750,-37.5411079,143.8196752
"44 Margaret Street, Box Hill VIC 3128",3.706374787,Minifie Park,Poor Park,4,2,2,House,870,-37.8151886,145.1361607
"7 Tarella Road, Chelsea VIC 3196",3.235994701,Riverend Park PTY Ltd.,Poor Park,3,2,1,House,775,-38.0458934,145.1142565
"7 Lincoln Avenue, Berwick VIC 3806",4.408251769,Wilson Botanic Park Berwick,Good Park,4,2,2,House,780,-38.0646437,145.3544557
"17 BALMORAL STREET, South Yarra VIC 3141",0.312148021,Grattan Gardens,Poor Park,2,1,0,House,720,-37.845013,144.991117
"244 Research-Warrandyte Road, North Warrandyte VIC 3113",7.615815519,Westerfolds Park,Good Park,3,2,2,House,850,-37.735467,145.2203229
"38A Broughton Avenue, Croydon VIC 3136",8.308598411,Lilydale Memorial Park,Poor Park,3,2,2,House,750,-37.7861943,145.2734699
"282 Napier St, Strathmore VIC 3041",6.494653014,Princes Park,Poor Park,4,1,1,House,730,-37.7367211,144.9197616
"69 Allanfield Crescent, Boronia VIC 3155",5.419318955,Kings Park,Poor Park,5,2,2,House,850,-37.862495,145.2560985
"77 Dover Street, Flemington VIC 3031",3.337788539,Princes Park,Poor Park,3,1,1,House,775,-37.7830532,144.923473
"34 Dean Street, Moonee Ponds VIC 3039",3.565177115,Princes Park,Poor Park,4,1,1,House,750,-37.7677327,144.927182
"15-16 Cityview Court, Eltham VIC 3095",6.39473149,Westerfolds Park,Good Park,4,2,2,House,880,-37.6958899,145.1689358
"284 Centre Road, Narre Warren South VIC 3805",3.102244948,Wilson Botanic Park Berwick,Good Park,5,2,2,House,750,-38.0496014,145.3150685
"42 Dromana Parade, Safety Beach VIC 3936",1.149515058,Kangerong Holiday Park,Poor Park,3,2,2,House,730,-38.3250117,144.9826015
"16 Bremer Circuit, Keysborough VIC 3173",5.305044231,Riverend Park PTY Ltd.,Poor Park,4,2,2,House,800,-38.0013757,145.1836323
"29 Lilac Street, Bentleigh East VIC 3165",3.603053377,Outer Circle Linear Park,Poor Park,5,2,1,House,800,-37.9183604,145.0569507
"12 Castlebar Road, Malvern East VIC 3145",0.916814375,Outer Circle Linear Park,Poor Park,3,2,2,House,780,-37.8890076,145.0840024
"30 nixon street, Sunshine VIC 3020",4.978575775,Altona Memorial Park,Poor Park,6,2,5,House,750,-37.7880889,144.8451227
"8 Tulloch Gve, Glen Waverley VIC 3150",6.745048222,Outer Circle Linear Park,Poor Park,3,1,2,House,775,-37.8974291,145.1496322
"7 Irons Court, Epping VIC 3076",13.07494513,Heide Park,Poor Park,4,2,2,House,750,-37.6414757,145.0530864
"103/61 MacKenzie Street, Melbourne VIC 3000",1.073738166,Flagstaff Gardens,Poor Park,2,2,1,House,725,-37.8078826,144.9662639
"339 Boundary Road, Lancefield VIC 3435",12.69417714,Forest Glade Gardens,Average Park,4,2,5,House,850,-37.3142947,144.7016879
"62 View Mount Road, Wheelers Hill VIC 3150",8.975598053,Churchill National Park,Average Park,5,2,2,House,900,-37.8976522,145.1752334
"15 The Ridgeway, Kensington VIC 3031",3.081170479,Flagstaff Gardens,Poor Park,3,1,0,House,750,-37.794161,144.926249
"22 Montpelier Dr, Berwick VIC 3806",4.963186162,Wilson Botanic Park Berwick,Good Park,4,2,2,House,750,-38.0700518,145.3539942
"33A MacDonald Avenue, Altona North VIC 3025",3.155073719,Altona Memorial Park,Poor Park,3,2,2,House,750,-37.8365998,144.8574523
"15 Ferguson Ct, Ferntree Gully VIC 3156",3.401966093,Kings Park,Poor Park,4,2,6,House,750,-37.882287,145.2664166
"1 Reef Court, Aspendale Gardens VIC 3195",3.834174629,Riverend Park PTY Ltd.,Poor Park,4,3,2,House,875,-38.017174,145.1196941
"8 Miller Road, Heathmont VIC 3135",8.07978915,Kings Park,Poor Park,5,3,2,House,890,-37.830436,145.2609271
"31 Marthas Ridge Drive, Mount Martha VIC 3934",2.459977868,Mornington Botanical Rose Gardens,Poor Park,4,2,2,House,800,-38.2579827,145.0495665
"1 Seabrook Boulevard, Seabrook VIC 3028",2.480233999,Altona Green Park,Poor Park,6,2,2,House,780,-37.874786,144.758724
"48 Leeds St, Doncaster East VIC 3109",5.06786155,Minifie Park,Poor Park,3,2,2,House,780,-37.7926511,145.1515948
"368 Duke Street, Sunshine North VIC 3020",4.861320698,Cairnlea Park,Poor Park,4,3,2,House,800,-37.7685763,144.8494669
"1 Bedajanawa Drive, Grovedale VIC 3216",5.705284877,Barwon Valley Park,Average Park,4,2,2,House,750,-38.2132617,144.3151898
"7 Chivalry Avenue, Glen Waverley VIC 3150",7.439798929,Wattle Park,Poor Park,4,2,1,House,725,-37.8659267,145.1828474
"34 Auburn Avenue, Northcote VIC 3070",2.124754338,Edinburgh Gardens,Poor Park,3,1,2,House,795,-37.7686831,144.9880547
"79 Centre Road, Vermont VIC 3133",9.290616828,Wattle Park,Poor Park,4,2,2,House,755,-37.8364691,145.2114001
"23 Lovett Walk, Footscray VIC 3011",6.181723752,Flagstaff Gardens,Poor Park,3,2,1,House,770,-37.8010441,144.8851945
"7-9 Harker Street, North Melbourne VIC 3051",1.485926969,Flagstaff Gardens,Poor Park,4,1,3,House,900,-37.797854,144.949272
"13 Oconnor Avenue, Clyde North VIC 3978",9.157854748,Wilson Botanic Park Berwick,Good Park,4,2,2,House,850,-38.1029977,145.378643
"193 Pilgrim Street, Seddon VIC 3011",6.078284723,Flagstaff Gardens,Poor Park,3,1,1,House,780,-37.8042814,144.88579
"45 Leinster Grove, Northcote VIC 3070",2.592887414,McDonell Park,Poor Park,3,2,1,House,830,-37.7627614,144.9868986
"1A Dillon Grove, Glen Iris VIC 3146",2.826933196,Central Park,Poor Park,3,3,2,House,830,-37.8531551,145.0758324
"13 Oamaru Street, Northcote VIC 3070",0.518546617,McDonell Park,Poor Park,3,2,2,House,850,-37.7694615,145.009301
"1030 Nepean Highway, Mornington VIC 3931",1.204495144,Mornington Botanical Rose Gardens,Poor Park,4,2,2,House,740,-38.2250967,145.0516577
"10 Peacock Street, Brunswick West VIC 3055",3.586047223,Princes Park,Poor Park,3,1,1,House,720,-37.7571847,144.9406898
"118 Deakin St, Essendon VIC 3040",7.719269306,Princes Park,Poor Park,4,2,3,House,890,-37.7412121,144.8932157
"237 Thacker St, Ocean Grove VIC 3226",1.089700587,Ocean Grove Park,Poor Park,3,3,2,House,895,-38.2567643,144.5300883
"41 Red Brush Drive, Keysborough VIC 3173",4.684466682,Riverend Park PTY Ltd.,Poor Park,4,2,2,House,730,-38.0011938,145.1665256
"10 Mayfield Drive, Mount Waverley VIC 3149",3.705095283,Outer Circle Linear Park,Poor Park,3,2,2,House,720,-37.8855463,145.1155881
"15 Neville Street, Ringwood VIC 3134",10.27225878,Wattle Park,Poor Park,5,2,2,House,750,-37.8247837,145.2213248
"385A Buckley Street, Aberfeldie VIC 3040",6.772884636,Princes Park,Poor Park,3,2,2,House,750,-37.7546733,144.8945379
"125 Mount Ararat North Road, Nar Nar Goon VIC 3812",18.96108269,Wilson Botanic Park Berwick,Good Park,4,1,0,House,730,-38.0580601,145.5497663
"8 Goode Street, Malvern East VIC 3145",0.6932774,Outer Circle Linear Park,Poor Park,3,2,3,House,850,-37.8836956,145.0688945
"2A Netherall Street, Seaford VIC 3198",6.026596685,Riverend Park PTY Ltd.,Poor Park,3,2,2,House,750,-38.0933457,145.1309065
"53 Wycliffe Crescent, Eltham VIC 3095",4.420240473,Westerfolds Park,Good Park,4,2,2,House,790,-37.7140882,145.1636224
"5 Midlothian Place, Glen Waverley VIC 3150",8.449417806,Wattle Park,Poor Park,5,2,2,House,850,-37.8946601,145.1702895
"7 Eugenie Drive, New Gisborne VIC 3438",7.553147255,Cameron Lodge Cottage and Gardens,Poor Park,4,2,3,House,760,-37.4633888,144.5934627
"11 Norman Street, Mitcham VIC 3132",8.251551898,Wattle Park,Poor Park,3,2,2,House,750,-37.8253873,145.1981393
"10 Reynolds Court, Roxburgh Park VIC 3064",13.99672297,Organ Pipes National Park,Average Park,4,3,2,House,750,-37.6353227,144.9194717
"84 King Arthur Drive, Glen Waverley VIC 3150",7.919192004,Wattle Park,Poor Park,4,2,3,House,780,-37.8701756,145.1863363
"31 Vears Road, Ashburton VIC 3147",2.922692517,Wattle Park,Poor Park,3,1,1,House,820,-37.8609847,145.0886687
"21 Little Buckingham Street, Richmond VIC 3121",1.858114783,Fitzroy Gardens,Poor Park,3,2,2,House,880,-37.8140898,145.001149
"8 Palfreyman Street, South Yarra VIC 3141",0.630848413,Grattan Gardens,Poor Park,3,1,1,House,900,-37.8448416,144.9978673
"15 Winters Way, Doncaster VIC 3108",2.38742331,Bimbadeen Park,Poor Park,3,2,2,House,750,-37.7786739,145.1105842
"52 Wingrove Street, Cheltenham VIC 3192",7.18733452,Outer Circle Linear Park,Poor Park,3,1,1,House,720,-37.9530668,145.0657186
"4/22-24 Grove Rd, Barwon Heads VIC 3227",2.750162534,Ocean Grove Holiday Park,Poor Park,3,2,2,House,900,-38.2800464,144.4906693
"30 Healey Drive, Epping VIC 3076",13.54894387,Hayes Park,Poor Park,5,2,8,House,800,-37.6362158,145.037017
"2 Gibbon Avenue, Vermont South VIC 3133",6.60151939,Wattle Park,Poor Park,4,3,2,House,730,-37.8483436,145.1797432
"28 Sevenoaks Rd, Burwood East VIC 3151",4.900541405,Wattle Park,Poor Park,4,2,2,House,850,-37.85618,145.1566829
"1 Hopetoun Grove, South Yarra VIC 3141",0.706269853,Como House & Garden,Average Park,2,1,0,House,875,-37.8431525,144.9991673
"35 Nelson Place, Williamstown VIC 3016",0.3636383,Point Gellibrand Coastal Heritage Park,Average Park,3,2,2,House,800,-37.8646334,144.9086957
"904 Lygon Street, Carlton North VIC 3054",0.7565382,Princes Park,Poor Park,2,1,1,House,830,-37.7848136,144.9699818
"17 Auburn Crescent, Doncaster VIC 3108",2.950506315,Minifie Park,Poor Park,3,2,1,House,900,-37.7844756,145.117484
"44 Greendale Road, Doncaster East VIC 3109",6.204950632,Minifie Park,Poor Park,4,2,3,House,750,-37.7978665,145.1660961
"67 Dryden Way, Highton VIC 3216",3.957985749,Barwon Valley Park,Average Park,5,3,2,House,780,-38.1700603,144.2929944
"3 Collier Court, Wheelers Hill VIC 3150",8.036081563,Churchill National Park,Average Park,4,2,2,House,740,-37.9153397,145.1720531
"380A Blackshaws Road, Altona North VIC 3025",2.10883831,Altona Memorial Park,Poor Park,4,3,3,House,875,-37.8308757,144.8466809
"47 Castleton Road, Viewbank VIC 3084",3.041233381,Heide Park,Poor Park,4,2,2,House,750,-37.7308956,145.094967
"14 Parkdale Avenue, Balwyn VIC 3103",0.699845116,Minifie Park,Poor Park,3,2,1,House,725,-37.808584,145.0895838
"14 Pilkington Street, Warrnambool VIC 3280",1.559310911,Warrnambool Holiday Park and Motel,Poor Park,4,2,2,House,750,-38.3964127,142.5230421
"31 Seymour Grove, Camberwell VIC 3124",1.716127506,Boroondara Park,Poor Park,3,2,2,House,850,-37.8360082,145.0585464
"117 Thompson Street, Williamstown VIC 3016",0.720789107,Point Gellibrand Coastal Heritage Park,Average Park,3,2,0,House,780,-37.8703484,144.90205
"37 Cobden Street, South Melbourne VIC 3205",1.135601761,Royal Botanic Gardens Victoria - Melbourne Gardens,Good Park,2,1,0,House,880,-37.8348198,144.9685893
"38 Denmark Street, Kew VIC 3101",1.138370344,St James Park,Average Park,3,1,2,House,800,-37.8115843,145.028622
"5 Elm Grove, Balaclava VIC 3183",1.295902039,St Kilda Botanical Gardens,Good Park,3,1,0,House,900,-37.8753097,144.9975996
"63 Strathnaver Avenue, Strathmore VIC 3041",9.036531443,Princes Park,Poor Park,6,3,4,House,750,-37.718421,144.9024051
"107B Sixth Avenue, Altona North VIC 3025",2.432077893,Altona Memorial Park,Poor Park,3,2,2,House,725,-37.834628,144.8495958
"17 Avondale Street, Officer VIC 3809",9.121841503,Wilson Botanic Park Berwick,Good Park,4,3,2,House,750,-38.0586552,145.4331213
"9 Cambridge St, Armadale VIC 3143",2.593083099,Grattan Gardens,Poor Park,2,1,0,House,800,-37.8593518,145.0173627
"28 Carters Avenue, Toorak VIC 3142",0.666944071,Como House & Garden,Average Park,2,1,1,House,725,-37.8423952,145.0087521
"76 South Street, Ascot Vale VIC 3032",3.326796951,Princes Park,Poor Park,3,1,0,House,750,-37.7775817,144.9246973
"82 Argyle Street, Moonee Ponds VIC 3039",5.167483953,Princes Park,Poor Park,3,1,2,House,775,-37.7657654,144.9078432
"25 Bourke Street, Bulleen VIC 3105",1.292254235,Heide Park,Poor Park,4,2,2,House,850,-37.7649556,145.0934591
"521 Nicholson Street, Carlton North VIC 3054",0.576279954,Edinburgh Gardens,Poor Park,2,1,0,House,720,-37.7872719,144.976443
"66 Lang Street, South Yarra VIC 3141",0.750769983,Grattan Gardens,Poor Park,2,2,0,House,875,-37.8415081,144.9885531
"1/57 Almond St, Caulfield South VIC 3162",2.979774286,Elsternwick Park,Average Park,3,2,2,House,745,-37.8897298,145.0275859
"10 Butler Street, Essendon VIC 3040",5.414271716,Princes Park,Poor Park,4,2,2,House,900,-37.7464054,144.9237922
"58A Morang Avenue, Templestowe Lower VIC 3107",1.120838689,Heide Park,Poor Park,4,2,2,House,880,-37.7588263,145.095657
"188 Wickham Road, Highett VIC 3190",6.743977022,Outer Circle Linear Park,Poor Park,3,2,2,House,750,-37.9461327,145.048756
"8 Penleigh Ct, St Kilda East VIC 3183",1.911800903,Grattan Gardens,Poor Park,3,2,2,House,830,-37.8608145,145.0059202
"1/472 Mountain Highway, Wantirna VIC 3152",7.57863227,Kings Park,Poor Park,4,3,2,House,750,-37.8447246,145.2440026
"260 Queen Street, Altona VIC 3018",3.066891302,Altona Green Park,Poor Park,4,3,2,House,900,-37.8740056,144.8139645
"8 McAuley Drive, Rosanna VIC 3084",1.766562745,Heide Park,Poor Park,4,3,2,House,800,-37.7416948,145.0763295
"55 Rankins Road, Kensington VIC 3031",2.653629796,Princes Park,Poor Park,3,1,0,House,750,-37.7902475,144.9319223
"74 Brown Street, Heidelberg VIC 3084",1.453233966,Heide Park,Poor Park,4,3,1,House,890,-37.7522328,145.0676457
"18 Creighton Way, Mornington VIC 3931",1.121336311,Mornington Botanical Rose Gardens,Poor Park,4,2,2,House,750,-38.2425447,145.0614779
"33 Inverloch Avenue, Clyde VIC 3978",10.94470139,Wilson Botanic Park Berwick,Good Park,5,3,2,House,770,-38.1258193,145.3434845
"190 Cookes Road, Doreen VIC 3754",9.882521915,Whittlesea Park,Poor Park,3,2,2,House,750,-37.6011541,145.1262632
"11 Middle Road, Malvern East VIC 3145",1.351575942,Outer Circle Linear Park,Poor Park,3,2,2,House,770,-37.8866413,145.0887342
"430 Bona Vista Road, Warragul VIC 3820",6.371478149,Mattz Mowing & Garden Services: Warragul,Poor Park,3,2,2,House,790,-38.2067138,145.9503599
"19 Camelot Drive, Glen Waverley VIC 3150",7.257131132,Wattle Park,Poor Park,4,2,4,House,760,-37.8649519,145.1811206
"27 Macfarland Street, Brunswick VIC 3056",2.671016029,Princes Park,Poor Park,3,1,1,House,750,-37.7611095,144.9580037
"66 Parklands Avenue, Somers VIC 3927",1.314877734,Somers Beach Holiday Park,Poor Park,4,2,1,House,825,-38.3910399,145.1493024
"10 Park Street, Northcote VIC 3070",1.602889086,Edinburgh Gardens,Poor Park,3,1,1,House,850,-37.7753779,144.9931223
"1/1172 - 1174 Dandenong Road, Carnegie VIC 3163",0.742690447,Outer Circle Linear Park,Poor Park,3,2,2,House,850,-37.8850223,145.0665187
"1 Salvana Avenue, Mitcham VIC 3132",7.888635205,Wattle Park,Poor Park,5,2,2,House,725,-37.8094204,145.1876286
"749 North Road, Carnegie VIC 3163",2.281716969,Outer Circle Linear Park,Poor Park,4,2,2,House,890,-37.906186,145.059899
"5 Kings Court, Oakleigh East VIC 3166",4.590831417,Outer Circle Linear Park,Poor Park,4,2,2,House,850,-37.900343,145.1237654
"9 Olivia Ct, Gisborne VIC 3437",10.03474858,Cameron Lodge Cottage and Gardens,Poor Park,4,2,2,House,730,-37.4855141,144.598839
