Price,Address,Beds,Baths,Parking,Type,Weekly Price,Latitude,Longitude,geometry,index_right,STOP_ID,LATITUDE,STOP_NAME,LONGITUDE,TICKETZONE,ROUTEUSSP,distance_to_train,distance_to_cbd
$570,"1 Clelland Way, Clyde North VIC 3978",4,2,2,House,570,-38.1116851,145.3694518,POINT (16182453.351273328 -4595215.207948236),131,19881,-38.066146,Officer Railway Station (Officer),145.410987,2,Pakenham,12.796,57.475
$600 pw,"5 Lamington Drive, Tarneit VIC 3029",4,2,2,House,600,-37.8372977,144.6533915,POINT (16102741.883300047 -4556466.862897296),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,9.475,31.89
$600,"19 Blackwood Crescent, Yarrawonga VIC 3730",4,2,2,House,600,-36.0174954,146.0167865,POINT (16254514.320450142 -4303028.979216456),74,52161,-37.602548,Mernda Railway Station (Mernda),145.100885,2,Mernda,243.92,277.146
$590,"3 Smethurst Road, Tarneit VIC 3029",4,2,2,House,590,-37.8216896,144.6816947,POINT (16105892.581111867 -4554267.066658987),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,10.0,28.949
$575,"11 Airedale Avenue, Tarneit VIC 3029",4,2,2,House,575,-37.854945,144.6506247,POINT (16102433.884532923 -4558954.623479669),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,7.354,35.888
$595 per week,"27 Bronzewing Street, Williams Landing VIC 3027",4,2,2,House,595,-37.8562155,144.7414502,POINT (16112544.532943966 -4559133.750332368),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,3.206,24.299
$570 Per Week,"52 Yann Drive, Wollert VIC 3750",3,2,2,House,570,-37.6083057,144.9974369,POINT (16141040.842037816 -4524239.364415854),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,7.259,41.778
$600 per week,"22 Hilda Street, Tarneit VIC 3029",4,2,4,House,600,-37.8408273,144.6702193,POINT (16104615.145427221 -4556964.387124935),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,7.654,30.787
$580,"1/50 Elder Street, Watsonia VIC 3087",3,2,1,House,580,-37.7135238,145.0881842,POINT (16151142.78526468 -4539035.005547954),11,19984,-37.710958,Watsonia Railway Station (Watsonia),145.083793,2,Hurstbridge,0.526,20.18
$600,"30 James Street, Port Fairy VIC 3284",4,2,2,House,600,-38.38391050000001,142.2340197,POINT (15833418.646484442 -4633802.353436934),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,250.219,283.109
$595,"3 Whyalla Gardens, Tarneit VIC 3029",4,2,0,House,595,-37.84634210000001,144.6744228,POINT (16105083.076906767 -4557741.788203197),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,6.764,29.885
$600 per week,"19 Hackney Way, Kalkallo VIC 3064",4,2,2,House,600,-37.5323838,144.9640756,POINT (16137327.079109615 -4513576.316614723),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,9.792,48.607
$580 per week,"5 Walhallow Drive, Clyde North VIC 3978",4,2,2,House,580,-38.1142971,145.3457562,POINT (16179815.569147287 -4595584.766059708),136,19886,-38.099537,Cranbourne Railway Station (Cranbourne),145.280599,2,Cranbourne,7.416,56.356
$580 - Fully Furnished,"33A Pallett Street, Golden Square VIC 3555",3,2,1,House,580,-36.764724,144.2515552,POINT (16058009.671001796 -4406362.889499678),75,15351,-37.579091,Sunbury Railway Station (Sunbury),144.727319,2,Sunbury,114.068,150.895
$600 Per Week,"1/106 Asbury Street East, Ocean Grove VIC 3226",3,2,1,House,600,-38.2637124,144.5267837,POINT (16088647.96747359 -4616746.805499539),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,65.894,98.785
$570 - Fully Furnished,"22 Murphy Street, Bendigo VIC 3550",3,2,4,House,570,-36.7602216,144.297542,POINT (16063128.898161007 -4405737.262054769),75,15351,-37.579091,Sunbury Railway Station (Sunbury),144.727319,2,Sunbury,116.723,153.549
$600,"66 Madura Promenade, Mickleham VIC 3064",4,2,2,House,600,-37.5360384,144.8927015,POINT (16129381.750641784 -4514089.3474980295),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,12.88,42.258
$570,"31 Leda Drive, Tarneit VIC 3029",4,2,2,House,570,-37.8394776,144.6966341,POINT (16107555.627512624 -4556774.1337328255),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,5.995,28.063
$600 pw,"23 Egremont Avenue, Tarneit VIC 3029",4,2,2,House,600,-37.8206539,144.6573907,POINT (16103187.072207628 -4554121.1121837655),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,11.966,31.381
$570,"66 Waves Drive, Point Cook VIC 3030",4,2,2,House,570,-37.9162677,144.7824214,POINT (16117105.426065154 -4567603.990570535),174,19924,-37.866606,Aircraft Railway Station (Laverton),144.760809,2,Werribee,8.295,31.896
$580,"5 Strong View, Fraser Rise VIC 3336",4,2,2,House,580,-37.7033888,144.7051616,POINT (16108504.904470364 -4537608.920858099),25,20000,-37.701129,Watergardens Railway Station (Sydenham),144.77418,2,Sunbury,7.492,33.241
$600,"158 Ninth Street, Mildura VIC 3500",3,2,1,House,600,-34.1835356,142.1576256,POINT (15824914.49417283 -4053473.077658319),75,15351,-37.579091,Sunbury Railway Station (Sunbury),144.727319,2,Sunbury,508.599,545.426
$600,"21 Sedgefield Avenue, Truganina VIC 3029",3,2,2,House,600,-37.8448478,144.743585,POINT (16112782.17779291 -4557531.136484806),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,3.518,23.702
"$600pw | $2,607pcm","10 Pitman Court, Hampton Park VIC 3976",3,2,5,House,600,-38.033277,145.2539809,POINT (16169599.189483885 -4584127.804055251),135,19885,-38.01774,Hallam Railway Station (Hallam),145.269777,2,Pakenham,3.356,42.798
$560 per week,"6 Butty Street, Wonthaggi VIC 3995",4,2,2,House,560,-38.5991363,145.6117254,POINT (16209423.12505798 -4664412.869386524),77,19827,-38.374235,Stony Point Railway Station (Crib Point),145.221837,2,Stony Point,104.24,136.256
$600 per week,"10 Maria Court, Cranbourne North VIC 3977",4,2,2,House,600,-38.079361,145.2880042,POINT (16173386.64591499 -4590642.9346050685),137,19887,-38.079,Merinda Park Railway Station (Cranbourne North),145.263511,2,Cranbourne,2.776,49.355
$560,"120 Crossway Avenue, Tarneit VIC 3029",4,2,2,House,560,-37.8365233,144.6815812,POINT (16105879.946349666 -4556357.708454395),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,7.422,29.384
$580,"14 Lucania Crescent, Tarneit VIC 3029",4,2,2,House,580,-37.8097485,144.7018371,POINT (16108134.822823223 -4552584.409274318),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,11.713,28.754
$595 pw,"15 Twakurra Street, Rye VIC 3941",3,2,3,House,595,-38.3854408,144.8208766,POINT (16121386.239347506 -4634019.6783572305),80,19830,-38.33739,Bittern Railway Station (Bittern),145.178027,2,Stony Point,40.597,104.23
570,"101 Butterfly Boulevard, Tarneit VIC 3029",4,2,2,House,570,-37.8523944,144.6583121,POINT (16103289.641986445 -4558595.025596902),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,7.361,35.833
$560 pw,"41 Margie Street, Wyndham Vale VIC 3024",4,4,2,House,560,-37.86967,144.6294624,POINT (16100078.108072905 -4561030.879808584),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,6.885,39.816
$600 Per Week,"4 Seville Court, Meadow Heights VIC 3048",4,2,2,House,600,-37.6555989,144.9254439,POINT (16133026.617937135 -4530887.082322916),66,44817,-37.661003,Coolaroo Railway Station (Coolaroo),144.926056,2,Craigieburn,2.382,20.897
$600.00 Per Week,"26 Maslin Walk, Point Cook VIC 3030",4,2,2,House,600,-37.9002643,144.7535495,POINT (16113891.42085892 -4565346.068370956),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,5.251,27.456
$595 Per Week,"37 Cleveland Drive, Hoppers Crossing VIC 3029",4,2,5,House,595,-37.8651883,144.6680004,POINT (16104368.138609098 -4560398.906656219),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,5.042,33.537
$600.00 Per Week,"25 Sanctuary Boulevard, Maiden Gully VIC 3551",4,2,2,House,600,-36.7497004,144.2022954,POINT (16052526.095149215 -4404275.440160645),75,15351,-37.579091,Sunbury Railway Station (Sunbury),144.727319,2,Sunbury,117.543,154.37
$590.00,"50A Highview Drive, Mooroolbark VIC 3138",3,2,1,House,590,-37.7721142,145.3109074,POINT (16175936.218476526 -4547283.022863003),127,19877,-37.784749,Mooroolbark Railway Station (Mooroolbark),145.312402,2,Lilydale,1.801,36.732
$595 Per Week,"24 Athenaeum Avenue, Clyde North VIC 3978",4,2,2,House,595,-38.1217692,145.37688,POINT (16183280.254714835 -4596642.027093148),131,19881,-38.066146,Officer Railway Station (Officer),145.410987,2,Pakenham,12.74,60.197
$560 per week,"14 Spirit Boulevard, Cranbourne East VIC 3977",3,2,2,House,560,-38.0939479,145.297913,POINT (16174489.688485362 -4592706.014501254),136,19886,-38.099537,Cranbourne Railway Station (Cranbourne),145.280599,2,Cranbourne,2.619,51.885
$580,"3 Imatra Loop, Tarneit VIC 3029",4,2,2,House,580,-37.8142298,144.6591566,POINT (16103383.651296418 -4553215.851232507),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,12.291,31.097
$570.00 Per Week,"26 Leeward Drive, Tarneit VIC 3029",4,2,2,House,570,-37.8614328,144.6470581,POINT (16102036.852437057 -4559869.36596191),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,7.944,36.478
$560.00 per week,"16 Camden Street, Lucknow VIC 3875",4,2,2,House,560,-37.8035186,147.652849,POINT (16436639.964856112 -4551706.642789045),130,19880,-38.080614,Pakenham Railway Station (Pakenham),145.486379,2,Pakenham,226.915,286.837
$560,"22 Tivoli Way, Mickleham VIC 3064",3,2,2,House,560,-37.5314821,144.8953307,POINT (16129674.431846978 -4513449.740295347),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,12.243,43.224
$580,"9 Kenora Way, Mickleham VIC 3064",4,2,2,House,580,-37.5372142,144.8974597,POINT (16129911.431042878 -4514254.411047821),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,11.962,42.821
$600 per week Available Now!,"11 Railway Avenue, Donnybrook VIC 3064",4,2,2,House,600,-37.5419068,144.968326,POINT (16137800.23147328 -4514913.20309957),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,9.185,48.0
$600 pw,"38 Morcambe Crescent, Keilor Downs VIC 3038",3,2,2,House,600,-37.7161041,144.8071579,POINT (16119859.08064916 -4539398.107870485),26,20001,-37.729279,Keilor Plains Railway Station (St Albans),144.793738,2,Sunbury,3.523,25.756
$600,"27 Pharaoh Drive, Cranbourne VIC 3977",4,2,2,House,600,-38.0913978,145.2886973,POINT (16173463.80145406 -4592345.3146141),136,19886,-38.099537,Cranbourne Railway Station (Cranbourne),145.280599,2,Cranbourne,2.889,50.602
$560 Per Week,"46 Serenity Way, South Morang VIC 3752",3,2,1,House,560,-37.6499026,145.0970151,POINT (16152125.836555924 -4530086.163868314),72,52159,-37.644061,Middle Gorge Railway Station (South Morang),145.092144,2,Mernda,1.316,39.853
$570 wk,"163 Mary Street, Officer VIC 3809",4,2,2,House,570,-38.0761039,145.4219887,POINT (16188301.732229186 -4590182.326963635),131,19881,-38.066146,Officer Railway Station (Officer),145.410987,2,Pakenham,2.45,56.581
$560,"52 Edgar Avenue, Cranbourne South VIC 3977",3,2,1,House,560,-38.1249283,145.2413891,POINT (16168197.476719713 -4597089.054900957),136,19886,-38.099537,Cranbourne Railway Station (Cranbourne),145.280599,2,Cranbourne,8.532,52.996
$600,"12 Fowler Place, Aintree VIC 3336",4,2,0,House,600,-37.7180375,144.6668131,POINT (16104235.96897768 -4539670.186084277),25,20000,-37.701129,Watergardens Railway Station (Sydenham),144.77418,2,Sunbury,12.801,46.872
$580,"5 Stint Street, Tarneit VIC 3029",4,2,2,House,580,-37.832608,144.6431759,POINT (16101604.6879099 -4555805.850491729),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,10.838,32.963
$560 per week,"24 Meadowcroft Drive, Truganina VIC 3029",4,2,2,House,560,-37.845769,144.7320127,POINT (16111493.955249604 -4557660.997696706),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,4.374,25.467
$570 | Incl. Club Armstrong,"43 Magnetic Drive, Mount Duneed VIC 3217",3,2,2,House,570,-38.2223203,144.3336285,POINT (16067146.02896552 -4610879.995726884),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,60.893,93.783
$580,"3 Chartwell Avenue, Truganina VIC 3029",4,2,2,House,580,-37.8436401,144.7409779,POINT (16112491.956748461 -4557360.889934764),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,3.808,23.846
$580,"9 Etherington Drive, Mildura VIC 3500",4,2,2,House,580,-34.1695193,142.1457046,POINT (15823587.454523083 -4051587.1027228166),75,15351,-37.579091,Sunbury Railway Station (Sunbury),144.727319,2,Sunbury,510.795,547.621
$600,"9 Arcadia Crescent, Leongatha VIC 3953",4,2,2,House,600,-38.4899234,145.9565249,POINT (16247806.029823756 -4648868.624570685),130,19880,-38.080614,Pakenham Railway Station (Pakenham),145.486379,2,Pakenham,77.961,137.883
$580,"40 Folger Road, Craigieburn VIC 3064",4,2,1,House,580,-37.5847432,144.9082731,POINT (16131115.173224622 -4520928.904605238),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,4.475,40.187
$600 per week,"22 Maroubra Street, Armstrong Creek VIC 3217",4,2,2,House,600,-38.2361115,144.3355382,POINT (16067358.615797088 -4612834.353905859),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,61.19,94.08
$600 per week,"7A Fisher Street, Maidstone VIC 3012",3,2,0,House,600,-37.7786296,144.883932,POINT (16128405.534367273 -4548200.626777988),46,20023,-37.801803,West Footscray Railway Station (West Footscray),144.883985,1,Sunbury,4.227,9.951
$575 per week,"5/8 Evelyn Street, Clayton VIC 3168",3,2,1,House,575,-37.918352,145.1317541,POINT (16155992.964346593 -4567898.100934615),165,19915,-37.924683,Clayton Railway Station (Clayton),145.120534,2,"Pakenham,Cranbourne",2.275,24.543
$600,"35 Lasio Way, Donnybrook VIC 3064",4,2,2,House,600,-37.5379751,144.9905383,POINT (16140272.893398628 -4514361.230648121),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,12.004,50.819
$570 PER WEEK,"2 Lynnwood Drive, Mickleham VIC 3064",4,2,2,House,570,-37.5200118,144.9108254,POINT (16131399.293960972 -4511839.728139908),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,12.814,45.155
$580 Per Week!,"2-4 Hamilton Street, Corinella VIC 3984",3,2,4,House,580,-38.4133158,145.4289361,POINT (16189075.11325952 -4637979.140006081),77,19827,-38.374235,Stony Point Railway Station (Crib Point),145.221837,2,Stony Point,82.563,114.579
$570 pw,"22 Stockport Crescent, Thornhill Park VIC 3335",4,2,2,House,570,-37.7103257,144.6205701,POINT (16099088.221764928 -4538584.983357065),76,15353,-37.627017,Diggers Rest Railway Station (Diggers Rest),144.719922,2,Sunbury,20.43,53.683
$590 per Week,"40 Edenbrook Circuit, Pakenham VIC 3810",4,2,2,House,590,-38.0808095,145.4511635,POINT (16191549.456109181 -4590847.782977843),68,45794,-38.07129,Cardinia Road Railway Station (Pakenham),145.437791,2,Pakenham,3.553,59.648
$560,"13 Pyrenees Street, Truganina VIC 3029",4,2,2,House,560,-37.759756,144.6905662,POINT (16106880.15197444 -4545542.763537999),26,20001,-37.729279,Keilor Plains Railway Station (St Albans),144.793738,2,Sunbury,13.991,43.568
$600 pw,"5 Giovanni Drive, Charlemont VIC 3217",4,2,2,House,600,-38.2083376,144.3550923,POINT (16069535.368252007 -4608898.878176757),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,58.368,91.258
$600,"10 Pantheon Street, Wollert VIC 3750",4,2,2,House,600,-37.5914764,144.9984766,POINT (16141156.580912394 -4521874.791821175),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,8.642,43.161
$600,"44 Madura Promenade, Mickleham VIC 3064",4,2,2,House,600,-37.5372846,144.8915229,POINT (16129250.549489938 -4514264.294166553),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,12.74,42.001
$600 PER WEEK,"14 Heartlands Boulevard, Tarneit VIC 3029",4,2,2,House,600,-37.8345117,144.6615267,POINT (16103647.489621548 -4556074.171611541),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,9.311,30.832
$600,Tinapher Dr Rye VIC 3941,4,2,4,House,600,-38.3772132,144.8024039,POINT (16119329.86778993 -4632851.29324208),80,19830,-38.33739,Bittern Railway Station (Bittern),145.178027,2,Stony Point,38.117,101.75
$580 per week,"81 Pioneer Drive, Aintree VIC 3336",4,2,2,House,580,-37.7258705,144.6626549,POINT (16103773.080271062 -4540772.559695722),25,20000,-37.701129,Watergardens Railway Station (Sydenham),144.77418,2,Sunbury,13.743,46.576
$560 Per Week,"22 Ogradys Road, Carrum Downs VIC 3201",3,2,1,House,560,-38.1059193,145.1698796,POINT (16160237.075592833 -4594399.482080315),106,19856,-38.121742,Kananook Railway Station (Seaford),145.135295,2,Frankston,3.899,51.463
$570 per week,"56 Pioneer Drive, Aintree VIC 3336",4,2,2,House,570,-37.7251852,144.6600521,POINT (16103483.337900426 -4540676.109665503),25,20000,-37.701129,Watergardens Railway Station (Sydenham),144.77418,2,Sunbury,13.672,46.505
$580,"52 Station Place, Sunshine VIC 3020",4,2,3,House,580,-37.7878588,144.8339153,POINT (16122837.700792113 -4549500.5702974815),44,20021,-37.788536,Sunshine Railway Station (Sunshine),144.832878,"1,2",Sunbury,0.348,13.535
$570 per week,"12 Jack Brawn Ave, Churchill VIC 3842",4,2,3,House,570,-38.3099347,146.4006729,POINT (16297248.359020604 -4623302.187630787),130,19880,-38.080614,Pakenham Railway Station (Pakenham),145.486379,2,Pakenham,104.117,164.039
$570,"54B Manikato Drive, Drouin VIC 3818",3,2,2,House,570,-38.1276232,145.8673955,POINT (16237884.190401042 -4597470.411470523),130,19880,-38.080614,Pakenham Railway Station (Pakenham),145.486379,2,Pakenham,39.76,99.682
$560,"15 Shakespeare Grove, Truganina VIC 3029",4,2,2,House,560,-37.8554289,144.7170085,POINT (16109823.695345843 -4559022.847817778),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,5.352,26.445
560,"63 Feronia Avenue, Tarneit VIC 3029",4,2,2,House,560,-37.846197,144.6327258,POINT (16100441.388099162 -4557721.333245054),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,9.633,33.757
$600 per week,"15 Roskopp Avenue, Clyde North VIC 3978",3,2,2,House,600,-38.11431,145.3362759,POINT (16178760.226978717 -4595586.591245506),136,19886,-38.099537,Cranbourne Railway Station (Cranbourne),145.280599,2,Cranbourne,6.916,55.856
$595,"24 ROYSTON AVENUE, Warragul VIC 3820",4,2,2,House,595,-38.1452782,145.9150844,POINT (16243192.894465538 -4599969.127168953),130,19880,-38.080614,Pakenham Railway Station (Pakenham),145.486379,2,Pakenham,43.926,103.848
$570,"71 Williams Landing Boulevard, Williams Landing VIC 3027",3,2,2,House,570,-37.8624364,144.7511679,POINT (16113626.302359648 -4560010.874980318),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,1.516,25.644
$580,"15 Berner Avenue, Tarneit VIC 3029",4,2,2,House,580,-37.8182003,144.6647603,POINT (16104007.45232698 -4553775.350441999),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,11.199,31.21
$570,"20 Garden View Drive, Tarneit VIC 3029",4,2,2,House,570,-37.8471056,144.7092542,POINT (16108960.490618385 -4557849.4205722865),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,4.598,27.123
$560 weekly,"58 Leicester St, Mildura VIC 3500",3,2,2,House,560,-34.1690996,142.1353507,POINT (15822434.86364736 -4051530.634469368),75,15351,-37.579091,Sunbury Railway Station (Sunbury),144.727319,2,Sunbury,511.206,548.032
$570.00 Per Week,"9 Manchado Street, Tarneit VIC 3029",4,2,2,House,570,-37.8140092,144.6964794,POINT (16107538.406387398 -4553184.766476903),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,11.157,28.224
570/week - Text Gurbaaz or Register Online,"15 Castlecrag Way, Strathtulloh VIC 3338",4,2,2,House,570,-37.7273497,144.5881363,POINT (16095477.707664436 -4540980.747306249),76,15353,-37.627017,Diggers Rest Railway Station (Diggers Rest),144.719922,2,Sunbury,22.168,55.421
$600 per week,"27 Ormond Boulevard, Tarneit VIC 3029",4,3,2,House,600,-37.8608597,144.6463284,POINT (16101955.622604623 -4559788.558916294),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,7.82,36.354
$600,"67 Hall Avenue, Altona Meadows VIC 3028",4,2,2,House,600,-37.8659395,144.7813234,POINT (16116983.197264262 -4560504.832134292),173,19923,-37.863694,Laverton Railway Station (Laverton),144.772617,"1,2",Werribee,1.171,23.494
$560 per week,"35 Grassbird Street, Bairnsdale VIC 3875",4,2,2,House,560,-37.8362586,147.5800703,POINT (16428538.277031515 -4556320.398307776),130,19880,-38.080614,Pakenham Railway Station (Pakenham),145.486379,2,Pakenham,218.689,278.611
$580 Per Week,"5 Celeste Court, Berwick VIC 3806",3,2,3,House,580,-38.0257384,145.3314087,POINT (16178218.412753128 -4583062.423891518),133,19883,-38.040408,Berwick Railway Station (Berwick),145.345726,2,Pakenham,2.982,45.845
$580 weekly,"6 Grosvenor Dr, Wandana Heights VIC 3216",3,2,2,House,580,-38.171452,144.3068465,POINT (16064164.670363095 -4603674.623394051),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,50.217,83.108
$575,"8 Style Way, Tarneit VIC 3029",4,2,2,House,575,-37.8296397,144.6713182,POINT (16104737.47441565 -4555387.490832372),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,9.295,30.153
$590 per week,"19 Allan Close, Pakenham VIC 3810",4,2,2,House,590,-38.0605403,145.4870172,POINT (16195540.671736233 -4587981.660453851),130,19880,-38.080614,Pakenham Railway Station (Pakenham),145.486379,2,Pakenham,2.806,64.308
$590 Per Week,"54 Chantenay Parade, Cranbourne North VIC 3977",4,2,2,House,590,-38.0800564,145.3221795,POINT (16177191.022908699 -4590741.278288106),136,19886,-38.099537,Cranbourne Railway Station (Cranbourne),145.280599,2,Cranbourne,7.306,52.39
$560,"37 Chilula St, Huntly VIC 3551",4,2,2,House,560,-36.6569208,144.346872,POINT (16068620.288641838 -4391393.25155747),75,15351,-37.579091,Sunbury Railway Station (Sunbury),144.727319,2,Sunbury,129.421,166.247
$590 Per week,"26 Leonard Street, Belmont VIC 3216",4,2,2,House,590,-38.1703689,144.3314913,POINT (16066908.116949797 -4603521.259587926),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,52.452,85.342
"$600 per week and $2,607 per calendar month.","47 Clara Av, Truganina VIC 3029",4,2,2,House,600,-37.758878,144.6931204,POINT (16107164.484217823 -4545419.136232089),26,20001,-37.729279,Keilor Plains Railway Station (St Albans),144.793738,2,Sunbury,13.67,43.247
THE ONE | $600 per week,"208 Frankston-Dandenong Road, Seaford VIC 3198",3,2,2,House,600,-38.12433559999999,145.1394588,POINT (16156850.647627309 -4597005.1835330175),106,19856,-38.121742,Kananook Railway Station (Seaford),145.135295,2,Frankston,1.515,53.847
$600 pw,"8 Tamar Avenue, Point Cook VIC 3030",4,2,2,House,600,-37.8813336,144.7225207,POINT (16110437.310642991 -4562675.766744785),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,6.15,28.163
"$580pw | $2,520pcm","5 Goodwill Road, Clyde North VIC 3978",4,2,2,House,580,-38.1038639,145.3924786,POINT (16185016.682923924 -4594108.70661137),131,19881,-38.066146,Officer Railway Station (Officer),145.410987,2,Pakenham,12.679,58.024
$570 per week,"16 Masquerade Road, Berwick VIC 3806",3,2,1,House,570,-38.0745284,145.3652753,POINT (16181988.425420027 -4589959.532648762),132,19882,-38.050831,Beaconsfield Railway Station (Beaconsfield),145.366074,2,Pakenham,5.096,52.576
$580,"3 Celevan Street, Clyde North VIC 3978",4,2,2,House,580,-38.10429329999999,145.3952269,POINT (16185322.622280475 -4594169.452742024),131,19881,-38.066146,Officer Railway Station (Officer),145.410987,2,Pakenham,12.783,58.128
$580 pw,"12 Jardine Drive, Fraser Rise VIC 3336",4,2,2,House,580,-37.7103773,144.7242515,POINT (16110629.98241766 -4538592.244121908),25,20000,-37.701129,Watergardens Railway Station (Sydenham),144.77418,2,Sunbury,6.248,32.198
$580,"2/32-34 Wackett Street, Laverton VIC 3028",3,2,2,House,580,-37.853993,144.770397,POINT (16115766.875980059 -4558820.403729009),173,19923,-37.863694,Laverton Railway Station (Laverton),144.772617,"1,2",Werribee,3.036,21.527
$600,"130 Debonair Parade, Craigieburn VIC 3064",4,2,2,House,600,-37.6002715,144.8876707,POINT (16128821.724547504 -4523110.465886446),65,40221,-37.601817,Craigieburn Railway Station (Craigieburn),144.94332,2,Craigieburn,6.423,38.166
$560PW,"59 Plymouth Boulevard, Clyde North VIC 3978",4,2,2,House,560,-38.0983494,145.3379179,POINT (16178943.0135826 -4593328.615990801),136,19886,-38.099537,Cranbourne Railway Station (Cranbourne),145.280599,2,Cranbourne,6.213,53.79
$580,"35 Westonbury Drive, Truganina VIC 3029",4,2,2,House,580,-37.847841,144.7302556,POINT (16111298.355772328 -4557953.092672739),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,4.179,25.272
$580,"11 Gallant Road, Point Cook VIC 3030",3,2,2,House,580,-37.9029877,144.7326345,POINT (16111563.173708979 -4565730.278628279),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,6.405,29.397
$590,"2 Portland Avenue, Truganina VIC 3029",4,2,2,House,590,-37.819689,144.715365,POINT (16109640.741762724 -4553985.136935563),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,9.434,26.502
$580,"8 Norfolk Street, North Wonthaggi VIC 3995",4,2,2,House,580,-38.6051977,145.6112088,POINT (16209365.617409037 -4665276.279059667),77,19827,-38.374235,Stony Point Railway Station (Crib Point),145.221837,2,Stony Point,104.596,136.612
$600 p/w,"23 Prada Drive, Epping VIC 3076",4,2,1,House,600,-37.6358569,145.0259649,POINT (16144216.564471165 -4528111.554842625),30,20005,-37.652187,Epping Railway Station (Epping),145.031068,2,Mernda,3.292,36.261
